city;lat;lng;country;iso2;admin_name;capital;population;population_proper
Gerempay;-73.379;1.082.882;Indonesia;ID;Jawa Barat;minor;;
Lubukbergalung;-0.9608;1.004.001;Indonesia;ID;Sumatera Barat;minor;;
Rajapeni;-72.841;1.082.148;Indonesia;ID;Jawa Barat;minor;;
Teluk Binjai;16.720;1.014.497;Indonesia;ID;Riau;minor;;
Bagan Besar;15.818;1.013.867;Indonesia;ID;Riau;minor;;
Rimba Sekampung;16.756;1.014.375;Indonesia;ID;Riau;minor;;
Kampung Laksamana;16.793;1.014.389;Indonesia;ID;Riau;minor;;
Buluh Kasap;16.808;1.014.561;Indonesia;ID;Riau;minor;;
Tanjung Palas;16.785;1.014.701;Indonesia;ID;Riau;minor;;
Dumai Kota;16.782;1.014.436;Indonesia;ID;Riau;minor;;
Ciaro;-70.384;1.079.201;Indonesia;ID;Jawa Barat;minor;;
Pandan;16.838;988.220;Indonesia;ID;Sumatera Utara;minor;;
Banjar Belok;-82.858;1.152.428;Indonesia;ID;Bali;minor;;
Jambula;5,2625;1.273.183;Indonesia;ID;Maluku Utara;minor;;
Basiong;5,367361111;1.273.748;Indonesia;ID;Maluku Utara;minor;;
Passo;-36.301;1.282.524;Indonesia;ID;Maluku;minor;;
Amahusu;-37.253;1.281.471;Indonesia;ID;Maluku;minor;;
Sukasirna;-73.655;1.082.778;Indonesia;ID;Jawa Barat;minor;;
Sukahurip;-73.521;1.086.363;Indonesia;ID;Jawa Barat;minor;;
Cimanggu;-74.160;1.085.676;Indonesia;ID;Jawa Barat;minor;;
Hegarsari;-73.859;1.085.394;Indonesia;ID;Jawa Barat;minor;;
Randegan;-73.522;1.085.712;Indonesia;ID;Jawa Barat;minor;;
Langkaplancar;-73.777;1.086.141;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-73.707;1.085.087;Indonesia;ID;Jawa Barat;minor;;
Pangasinan;-74.066;1.085.292;Indonesia;ID;Jawa Barat;minor;;
Bojong;-73.858;1.084.941;Indonesia;ID;Jawa Barat;minor;;
Babakan;-73.657;1.086.405;Indonesia;ID;Jawa Barat;minor;;
Ciaren;-73.680;1.085.565;Indonesia;ID;Jawa Barat;minor;;
Cipadung Timur;-73.594;1.085.414;Indonesia;ID;Jawa Barat;minor;;
Balokang;-73.665;1.084.852;Indonesia;ID;Jawa Barat;minor;;
Sinargalih;-73.574;1.086.382;Indonesia;ID;Jawa Barat;minor;;
Randegan Dua;-73.556;1.085.683;Indonesia;ID;Jawa Barat;minor;;
Rancakole;-73.715;1.085.891;Indonesia;ID;Jawa Barat;minor;;
Babakansari;-73.699;1.085.609;Indonesia;ID;Jawa Barat;minor;;
Warungbuah;-73.858;1.085.044;Indonesia;ID;Jawa Barat;minor;;
Sukarame;-73.779;1.085.375;Indonesia;ID;Jawa Barat;minor;;
Sindanggalih;-73.615;1.086.238;Indonesia;ID;Jawa Barat;minor;;
Cikabuyutan Barat;-73.785;1.085.422;Indonesia;ID;Jawa Barat;minor;;
Banjar Pande;-85.126;1.152.399;Indonesia;ID;Bali;minor;;
Margasari;-70.948;1.090.250;Indonesia;ID;Jawa Tengah;minor;;
Slawi;-69.816;1.091.407;Indonesia;ID;Jawa Tengah;minor;;
Banjar Sayanbaleran;-85.060;1.151.804;Indonesia;ID;Bali;minor;;
Banjar Sandinggianyar;-84.629;1.152.992;Indonesia;ID;Bali;minor;;
Banjar Tebongkang;-85.285;1.152.431;Indonesia;ID;Bali;minor;;
Banjar Triwangsakelusa;-84.406;1.152.582;Indonesia;ID;Bali;minor;;
Bayad;-84.472;1.152.415;Indonesia;ID;Bali;minor;;
Melinggih;-84.313;1.152.447;Indonesia;ID;Bali;minor;;
Banjar Mulung;-84.786;1.153.107;Indonesia;ID;Bali;minor;;
Buahan;-83.948;1.152.367;Indonesia;ID;Bali;minor;;
Banjar Bukian;-84.069;1.152.651;Indonesia;ID;Bali;minor;;
Banjar Kedisan Kelod;-84.222;1.152.924;Indonesia;ID;Bali;minor;;
Banjar Ubud;-84.761;1.152.932;Indonesia;ID;Bali;minor;;
Gianyar;-85.435;1.153.272;Indonesia;ID;Bali;minor;;
Banjar Pasekan;-86.329;1.152.840;Indonesia;ID;Bali;minor;;
Banjar Petuludesa;-84.869;1.152.742;Indonesia;ID;Bali;minor;;
Banjar Pesalakan;-84.812;1.153.025;Indonesia;ID;Bali;minor;;
Banjar Madangan Kaja;-84.750;1.153.238;Indonesia;ID;Bali;minor;;
Banjar Tegallalang;-84.366;1.152.792;Indonesia;ID;Bali;minor;;
Banjar Triwangsakeliki;-84.520;1.152.620;Indonesia;ID;Bali;minor;;
Banjar Manukayaanyar;-84.083;1.153.124;Indonesia;ID;Bali;minor;;
Banjar Dujung Kaja;-84.008;1.152.886;Indonesia;ID;Bali;minor;;
Banjar Ponggang;-83.893;1.152.605;Indonesia;ID;Bali;minor;;
Banjar Kerta;-83.384;1.152.868;Indonesia;ID;Bali;minor;;
Banjar Tengah;-84.289;1.153.065;Indonesia;ID;Bali;minor;;
Bunutan;-84.649;1.152.480;Indonesia;ID;Bali;minor;;
Banjar Taro Kelod;-83.849;1.152.794;Indonesia;ID;Bali;minor;;
Cilangkap;-74.041;1.084.981;Indonesia;ID;Jawa Barat;minor;;
Bandar Seri Bentan;10.542;1.044.800;Indonesia;ID;Kepulauan Riau;minor;;
Sekupang;11.272;1.039.267;Indonesia;ID;Kepulauan Riau;minor;;
Belakangpadang;11.496;1.038.916;Indonesia;ID;Kepulauan Riau;minor;;
Cimawate;-74.202;1.081.822;Indonesia;ID;Jawa Barat;minor;;
Cilisung;-74.165;1.085.124;Indonesia;ID;Jawa Barat;minor;;
Karawang;-63.033;1.073.056;Indonesia;ID;Jawa Barat;minor;;
Nagrog;-70.347;1.072.297;Indonesia;ID;Jawa Barat;minor;;
Tegallega;-70.463;1.072.224;Indonesia;ID;Jawa Barat;minor;;
Banjar Petak;-84.448;1.153.195;Indonesia;ID;Bali;minor;;
Demak;-68.909;1.106.396;Indonesia;ID;Jawa Tengah;minor;;
Tinggarwangi;-75.239;1.091.228;Indonesia;ID;Jawa Tengah;minor;;
Kebasen;-75.333;1.091.997;Indonesia;ID;Jawa Tengah;minor;;
Menganti;-75.492;1.091.564;Indonesia;ID;Jawa Tengah;minor;;
Tipar;-75.053;1.091.481;Indonesia;ID;Jawa Tengah;minor;;
Rawaheng;-75.411;1.090.467;Indonesia;ID;Jawa Tengah;minor;;
Garbi;-75.022;1.092.147;Indonesia;ID;Jawa Tengah;minor;;
Purwokerto;-74.214;1.092.344;Indonesia;ID;Jawa Tengah;minor;;
Losari;-75.578;1.091.547;Indonesia;ID;Jawa Tengah;minor;;
Sangkalputung;-75.061;1.090.625;Indonesia;ID;Jawa Tengah;minor;;
Papringan;-75.039;1.092.483;Indonesia;ID;Jawa Tengah;minor;;
Gambarjati;-75.369;1.091.289;Indonesia;ID;Jawa Tengah;minor;;
Pekuncen;-75.597;1.091.186;Indonesia;ID;Jawa Tengah;minor;;
Karanglewas;-75.536;1.091.389;Indonesia;ID;Jawa Tengah;minor;;
Binangun;-75.375;1.092.469;Indonesia;ID;Jawa Tengah;minor;;
Klapagading;-75.186;1.090.694;Indonesia;ID;Jawa Tengah;minor;;
Kaliduren;-75.603;1.090.981;Indonesia;ID;Jawa Tengah;minor;;
Gerduren;-75.133;1.090.928;Indonesia;ID;Jawa Tengah;minor;;
Sudikampir;-75.128;1.090.272;Indonesia;ID;Jawa Tengah;minor;;
Bantar Tengah;-75.453;1.090.892;Indonesia;ID;Jawa Tengah;minor;;
Wangon;-75.161;1.090.539;Indonesia;ID;Jawa Tengah;minor;;
Rawalo;-75.369;1.091.792;Indonesia;ID;Jawa Tengah;minor;;
Gambarsari;-75.314;1.092.014;Indonesia;ID;Jawa Tengah;minor;;
Margasana;-75.383;1.091.383;Indonesia;ID;Jawa Tengah;minor;;
Pesawahan;-75.242;1.091.678;Indonesia;ID;Jawa Tengah;minor;;
Tugu;-75.147;1.091.378;Indonesia;ID;Jawa Tengah;minor;;
Tengah;-75.553;1.091.131;Indonesia;ID;Jawa Tengah;minor;;
Jatilawang;-75.344;1.091.197;Indonesia;ID;Jawa Tengah;minor;;
Diwek;-75.917;1.122.370;Indonesia;ID;Jawa Timur;minor;;
Jombang;-75.448;1.122.360;Indonesia;ID;Jawa Timur;minor;;
Desa Kaler Gunungcupu;-72.948;1.082.298;Indonesia;ID;Jawa Barat;minor;;
Pemalang;-69.000;1.093.667;Indonesia;ID;Jawa Tengah;minor;;
Brak;-75.592;1.092.200;Indonesia;ID;Jawa Tengah;minor;;
Cimamut;-73.116;1.082.568;Indonesia;ID;Jawa Barat;minor;;
Doudo;-69.564;1.124.989;Indonesia;ID;Jawa Timur;minor;;
Sambipondok;-69.720;1.125.250;Indonesia;ID;Jawa Timur;minor;;
Jetis;-69.776;1.124.323;Indonesia;ID;Jawa Timur;minor;;
Sungaitinta;-58.452;1.126.693;Indonesia;ID;Jawa Timur;minor;;
Babakbawo;-69.886;1.124.872;Indonesia;ID;Jawa Timur;minor;;
Glatik;-69.710;1.125.386;Indonesia;ID;Jawa Timur;minor;;
Bulangan;-69.788;1.123.918;Indonesia;ID;Jawa Timur;minor;;
Prupuh;-69.127;1.124.578;Indonesia;ID;Jawa Timur;minor;;
Pantenan;-69.199;1.124.381;Indonesia;ID;Jawa Timur;minor;;
Madumulyorejo;-69.980;1.124.485;Indonesia;ID;Jawa Timur;minor;;
Ujungpangkah;-69.170;1.125.551;Indonesia;ID;Jawa Timur;minor;;
Sambogunung;-69.885;1.124.978;Indonesia;ID;Jawa Timur;minor;;
Bengkosobung;-58.462;1.126.570;Indonesia;ID;Jawa Timur;minor;;
Ketapang;-69.589;1.125.545;Indonesia;ID;Jawa Timur;minor;;
Krajan Pangkah Kulon;-69.158;1.125.541;Indonesia;ID;Jawa Timur;minor;;
Kertosonopilang;-69.856;1.125.206;Indonesia;ID;Jawa Timur;minor;;
Ketanen;-69.252;1.124.415;Indonesia;ID;Jawa Timur;minor;;
Mentaras;-69.816;1.124.469;Indonesia;ID;Jawa Timur;minor;;
Siwalan;-69.390;1.124.343;Indonesia;ID;Jawa Timur;minor;;
Wadeng;-69.664;1.125.139;Indonesia;ID;Jawa Timur;minor;;
Sidokumpul;-68.823;1.124.533;Indonesia;ID;Jawa Timur;minor;;
Golokan;-69.784;1.125.392;Indonesia;ID;Jawa Timur;minor;;
Saniwonorejo;-69.842;1.124.909;Indonesia;ID;Jawa Timur;minor;;
Tiremenggal;-69.979;1.124.263;Indonesia;ID;Jawa Timur;minor;;
Gresik;-71.539;1.126.561;Indonesia;ID;Jawa Timur;minor;;
Sembungan Kidul;-70.064;1.125.079;Indonesia;ID;Jawa Timur;minor;;
Kauman;-69.901;1.125.632;Indonesia;ID;Jawa Timur;minor;;
Rujing;-57.564;1.126.333;Indonesia;ID;Jawa Timur;minor;;
Asemanis;-69.987;1.125.755;Indonesia;ID;Jawa Timur;minor;;
Tambak;-57.321;1.126.503;Indonesia;ID;Jawa Timur;minor;;
Weru;-68.801;1.124.509;Indonesia;ID;Jawa Timur;minor;;
Sekapuk;-69.542;1.125.055;Indonesia;ID;Jawa Timur;minor;;
Grejeg Selatan;-57.540;1.126.667;Indonesia;ID;Jawa Timur;minor;;
Raci Kulon;-70.005;1.125.425;Indonesia;ID;Jawa Timur;minor;;
Wonokerto;-69.685;1.123.975;Indonesia;ID;Jawa Timur;minor;;
Gampeng;-69.365;1.124.530;Indonesia;ID;Jawa Timur;minor;;
Gosari;-69.391;1.125.095;Indonesia;ID;Jawa Timur;minor;;
Srowo;-69.838;1.125.644;Indonesia;ID;Jawa Timur;minor;;
Telukjati;-57.755;1.126.087;Indonesia;ID;Jawa Timur;minor;;
Petung;-69.725;1.124.776;Indonesia;ID;Jawa Timur;minor;;
Lowayu;-69.737;1.124.192;Indonesia;ID;Jawa Timur;minor;;
Pengulu;-69.872;1.125.634;Indonesia;ID;Jawa Timur;minor;;
Bangeran;-69.817;1.124.048;Indonesia;ID;Jawa Timur;minor;;
Mojosari;-75.194;1.125.597;Indonesia;ID;Jawa Timur;minor;;
Kebonagung;-69.435;1.125.322;Indonesia;ID;Jawa Timur;minor;;
Mojopetung;-69.803;1.124.678;Indonesia;ID;Jawa Timur;minor;;
Gupakan;-69.997;1.125.089;Indonesia;ID;Jawa Timur;minor;;
Banyulegi;-69.123;1.125.310;Indonesia;ID;Jawa Timur;minor;;
Suwari Timur;-58.154;1.125.983;Indonesia;ID;Jawa Timur;minor;;
Sumampir;-69.998;1.124.436;Indonesia;ID;Jawa Timur;minor;;
Sidayu;-69.993;1.125.636;Indonesia;ID;Jawa Timur;minor;;
Bunderan;-69.908;1.125.614;Indonesia;ID;Jawa Timur;minor;;
Karangrejo;-69.523;1.125.551;Indonesia;ID;Jawa Timur;minor;;
Asempapak;-69.950;1.125.642;Indonesia;ID;Jawa Timur;minor;;
Watuguling;-69.187;1.124.530;Indonesia;ID;Jawa Timur;minor;;
Wotan;-69.594;1.124.862;Indonesia;ID;Jawa Timur;minor;;
Mojoasem;-69.965;1.125.728;Indonesia;ID;Jawa Timur;minor;;
Sedagaran;-69.857;1.125.651;Indonesia;ID;Jawa Timur;minor;;
Randuboto;-70.034;1.125.812;Indonesia;ID;Jawa Timur;minor;;
Tebuwung;-69.813;1.124.398;Indonesia;ID;Jawa Timur;minor;;
Sukorejo;-69.820;1.124.999;Indonesia;ID;Jawa Timur;minor;;
Gopaan;-70.014;1.125.106;Indonesia;ID;Jawa Timur;minor;;
Bolo;-69.621;1.125.233;Indonesia;ID;Jawa Timur;minor;;
Sidomulyo;-69.930;1.125.644;Indonesia;ID;Jawa Timur;minor;;
Delegan;-69.008;1.124.626;Indonesia;ID;Jawa Timur;minor;;
Campurrejo;-68.843;1.124.529;Indonesia;ID;Jawa Timur;minor;;
Gedangan;-69.699;1.124.964;Indonesia;ID;Jawa Timur;minor;;
Waru Lor;-68.835;1.124.544;Indonesia;ID;Jawa Timur;minor;;
Sukodono;-69.586;1.124.567;Indonesia;ID;Jawa Timur;minor;;
Mriyunan;-69.902;1.125.664;Indonesia;ID;Jawa Timur;minor;;
Serah;-69.490;1.124.439;Indonesia;ID;Jawa Timur;minor;;
Banyutengah;-68.919;1.124.528;Indonesia;ID;Jawa Timur;minor;;
Purwodadi;-69.856;1.125.623;Indonesia;ID;Jawa Timur;minor;;
Canga’an;-69.218;1.125.058;Indonesia;ID;Jawa Timur;minor;;
Ngembo;-69.087;1.125.022;Indonesia;ID;Jawa Timur;minor;;
Sudimara;-58.325;1.126.948;Indonesia;ID;Jawa Timur;minor;;
Lasem;-69.889;1.125.075;Indonesia;ID;Jawa Timur;minor;;
Imaan;-69.849;1.124.737;Indonesia;ID;Jawa Timur;minor;;
Kemeduran;-69.160;1.125.575;Indonesia;ID;Jawa Timur;minor;;
Eler;-57.567;1.126.431;Indonesia;ID;Jawa Timur;minor;;
Jepara;-65.924;1.106.710;Indonesia;ID;Jawa Tengah;minor;;
Paloh;-68.776;1.124.484;Indonesia;ID;Jawa Timur;minor;;
Purbalingga;-73.881;1.093.639;Indonesia;ID;Jawa Tengah;minor;;
Mungkid;-75.925;1.102.189;Indonesia;ID;Jawa Tengah;minor;;
Purwakarta;-65.569;1.074.433;Indonesia;ID;Jawa Barat;minor;;
Bangil;-75.993;1.127.840;Indonesia;ID;Jawa Timur;minor;;
Lanpelan;-69.819;1.135.989;Indonesia;ID;Jawa Timur;minor;;
Rokem Barat;-68.973;1.135.316;Indonesia;ID;Jawa Timur;minor;;
Pogag;-70.638;1.135.187;Indonesia;ID;Jawa Timur;minor;;
Kendal;-70.436;1.135.874;Indonesia;ID;Jawa Timur;minor;;
Batuputih;-71.183;1.135.523;Indonesia;ID;Jawa Timur;minor;;
Langdulang;-69.508;1.136.066;Indonesia;ID;Jawa Timur;minor;;
Brumbung Laok;-69.271;1.135.165;Indonesia;ID;Jawa Timur;minor;;
Barajalan;-71.332;1.135.347;Indonesia;ID;Jawa Timur;minor;;
Palalang;-70.326;1.135.735;Indonesia;ID;Jawa Timur;minor;;
Bong;-72.261;1.135.001;Indonesia;ID;Jawa Timur;minor;;
Baban;-69.266;1.134.911;Indonesia;ID;Jawa Timur;minor;;
Baban;-69.939;1.135.221;Indonesia;ID;Jawa Timur;minor;;
Toampar;-71.310;1.135.424;Indonesia;ID;Jawa Timur;minor;;
Karangdalam;-71.888;1.135.125;Indonesia;ID;Jawa Timur;minor;;
Bunder;-71.867;1.135.297;Indonesia;ID;Jawa Timur;minor;;
Waru;-69.421;1.135.499;Indonesia;ID;Jawa Timur;minor;;
Masaran;-69.869;1.135.950;Indonesia;ID;Jawa Timur;minor;;
Gungguh;-70.350;1.135.599;Indonesia;ID;Jawa Timur;minor;;
Utara;-71.683;1.134.987;Indonesia;ID;Jawa Timur;minor;;
Bandungan Timur;-69.634;1.134.884;Indonesia;ID;Jawa Timur;minor;;
Lonpao Dajah;-68.989;1.134.891;Indonesia;ID;Jawa Timur;minor;;
Sekolahan;-71.143;1.135.829;Indonesia;ID;Jawa Timur;minor;;
Bertah;-71.152;1.135.487;Indonesia;ID;Jawa Timur;minor;;
Pregi;-69.810;1.135.398;Indonesia;ID;Jawa Timur;minor;;
Tonggakjati;-70.612;1.135.280;Indonesia;ID;Jawa Timur;minor;;
Jambul;-72.186;1.135.306;Indonesia;ID;Jawa Timur;minor;;
Sumberbendo;-70.655;1.135.272;Indonesia;ID;Jawa Timur;minor;;
Batas Barat;-70.506;1.135.429;Indonesia;ID;Jawa Timur;minor;;
Rongrongan;-71.505;1.135.283;Indonesia;ID;Jawa Timur;minor;;
Sumber Tengah;-70.406;1.135.349;Indonesia;ID;Jawa Timur;minor;;
Gunungtengah;-69.653;1.135.521;Indonesia;ID;Jawa Timur;minor;;
Pademawu;-71.862;1.135.257;Indonesia;ID;Jawa Timur;minor;;
Duko;-69.189;1.136.224;Indonesia;ID;Jawa Timur;minor;;
Sangoleng;-69.001;1.135.144;Indonesia;ID;Jawa Timur;minor;;
Tanahmerah;-71.337;1.135.712;Indonesia;ID;Jawa Timur;minor;;
Sannip;-70.475;1.135.842;Indonesia;ID;Jawa Timur;minor;;
Laokgunung;-69.489;1.135.825;Indonesia;ID;Jawa Timur;minor;;
Secang Barat;-69.738;1.134.418;Indonesia;ID;Jawa Timur;minor;;
Pasean;-68.932;1.135.805;Indonesia;ID;Jawa Timur;minor;;
Murtajih;-71.669;1.135.091;Indonesia;ID;Jawa Timur;minor;;
Grujugan;-71.279;1.135.384;Indonesia;ID;Jawa Timur;minor;;
Tentenan;-71.304;1.135.333;Indonesia;ID;Jawa Timur;minor;;
Duwaktenggi;-71.108;1.135.265;Indonesia;ID;Jawa Timur;minor;;
Jepon;-69.123;1.136.287;Indonesia;ID;Jawa Timur;minor;;
Patapan;-70.279;1.135.081;Indonesia;ID;Jawa Timur;minor;;
Bangkal;-72.270;1.135.304;Indonesia;ID;Jawa Timur;minor;;
Mungging;-72.043;1.135.320;Indonesia;ID;Jawa Timur;minor;;
Tamberu;-68.981;1.134.843;Indonesia;ID;Jawa Timur;minor;;
Taraban Timur;-71.149;1.135.773;Indonesia;ID;Jawa Timur;minor;;
Daleman Tengah;-71.050;1.135.913;Indonesia;ID;Jawa Timur;minor;;
Tenggina;-70.544;1.135.653;Indonesia;ID;Jawa Timur;minor;;
Tenggina;-69.987;1.135.648;Indonesia;ID;Jawa Timur;minor;;
Bakbatu;-70.831;1.135.943;Indonesia;ID;Jawa Timur;minor;;
Pandiyan;-71.315;1.135.579;Indonesia;ID;Jawa Timur;minor;;
Platok;-71.303;1.135.787;Indonesia;ID;Jawa Timur;minor;;
Galis;-71.562;1.135.537;Indonesia;ID;Jawa Timur;minor;;
Gunung;-70.148;1.135.819;Indonesia;ID;Jawa Timur;minor;;
Nampera;-71.582;1.135.554;Indonesia;ID;Jawa Timur;minor;;
Gagah;-71.073;1.135.949;Indonesia;ID;Jawa Timur;minor;;
Ombul;-71.507;1.134.976;Indonesia;ID;Jawa Timur;minor;;
Trebungonjur;-70.089;1.135.144;Indonesia;ID;Jawa Timur;minor;;
Tandes;-71.579;1.135.405;Indonesia;ID;Jawa Timur;minor;;
Angsana Timur;-70.913;1.135.430;Indonesia;ID;Jawa Timur;minor;;
Kebon;-71.849;1.135.025;Indonesia;ID;Jawa Timur;minor;;
Toroy;-69.179;1.136.087;Indonesia;ID;Jawa Timur;minor;;
Dorbuk Utara;-71.932;1.135.038;Indonesia;ID;Jawa Timur;minor;;
Pancoran;-71.035;1.135.201;Indonesia;ID;Jawa Timur;minor;;
Sumberngerjat;-70.888;1.135.901;Indonesia;ID;Jawa Timur;minor;;
Lobuk;-71.591;1.135.186;Indonesia;ID;Jawa Timur;minor;;
Pakong;-70.311;1.135.496;Indonesia;ID;Jawa Timur;minor;;
Morsoksok;-72.078;1.134.979;Indonesia;ID;Jawa Timur;minor;;
Mor Laok;-72.244;1.135.151;Indonesia;ID;Jawa Timur;minor;;
Lembung Tengah;-71.621;1.135.619;Indonesia;ID;Jawa Timur;minor;;
Oro Timur;-68.954;1.135.713;Indonesia;ID;Jawa Timur;minor;;
Paolasen;-69.993;1.135.325;Indonesia;ID;Jawa Timur;minor;;
Timur Dajah;-68.971;1.135.218;Indonesia;ID;Jawa Timur;minor;;
Sumberbatas;-70.497;1.135.583;Indonesia;ID;Jawa Timur;minor;;
Trasak;-71.323;1.135.235;Indonesia;ID;Jawa Timur;minor;;
Telangi Satu;-69.451;1.135.464;Indonesia;ID;Jawa Timur;minor;;
Pakong Laok;-70.417;1.135.567;Indonesia;ID;Jawa Timur;minor;;
Bulung;-71.583;1.135.100;Indonesia;ID;Jawa Timur;minor;;
Kadur;-70.930;1.135.586;Indonesia;ID;Jawa Timur;minor;;
Larangan;-71.287;1.135.470;Indonesia;ID;Jawa Timur;minor;;
Tengah;-69.942;1.135.584;Indonesia;ID;Jawa Timur;minor;;
Tengah;-69.313;1.135.515;Indonesia;ID;Jawa Timur;minor;;
Rapas;-69.366;1.135.121;Indonesia;ID;Jawa Timur;minor;;
Polagan Tengah;-71.385;1.135.607;Indonesia;ID;Jawa Timur;minor;;
Danpateh;-69.293;1.135.368;Indonesia;ID;Jawa Timur;minor;;
Bulay;-71.427;1.135.485;Indonesia;ID;Jawa Timur;minor;;
Kalebun;-69.434;1.134.837;Indonesia;ID;Jawa Timur;minor;;
Biris Daja;-71.538;1.135.197;Indonesia;ID;Jawa Timur;minor;;
Plasah;-71.746;1.135.536;Indonesia;ID;Jawa Timur;minor;;
Barat;-70.442;1.135.762;Indonesia;ID;Jawa Timur;minor;;
Barat;-70.496;1.134.945;Indonesia;ID;Jawa Timur;minor;;
Temorlorong;-71.339;1.135.200;Indonesia;ID;Jawa Timur;minor;;
Nomih;-69.828;1.134.857;Indonesia;ID;Jawa Timur;minor;;
Pamekasan;-71.568;1.134.746;Indonesia;ID;Jawa Timur;minor;;
Wakduwa’ Barat;-69.394;1.135.273;Indonesia;ID;Jawa Timur;minor;;
Jrebeng;-70.051;1.124.662;Indonesia;ID;Jawa Timur;minor;;
Gambolempuk;-75.678;1.092.322;Indonesia;ID;Jawa Tengah;minor;;
Batakte;-102.559;1.235.566;Indonesia;ID;Nusa Tenggara Timur;minor;;
Sumurber;-69.495;1.124.288;Indonesia;ID;Jawa Timur;minor;;
Tuliskriyo;-81.341;1.121.519;Indonesia;ID;Jawa Timur;minor;;
Karanganyar;-75.983;1.109.444;Indonesia;ID;Jawa Tengah;minor;;
Kadumanis;-71.762;1.088.671;Indonesia;ID;Jawa Tengah;minor;;
Cisitu;-71.419;1.087.990;Indonesia;ID;Jawa Tengah;minor;;
Salanegara;-71.616;1.087.433;Indonesia;ID;Jawa Tengah;minor;;
Kertasari;-70.685;1.088.290;Indonesia;ID;Jawa Tengah;minor;;
Bentarsari;-71.539;1.088.161;Indonesia;ID;Jawa Tengah;minor;;
Legok;-72.174;1.088.301;Indonesia;ID;Jawa Tengah;minor;;
Blandongan;-70.886;1.088.378;Indonesia;ID;Jawa Tengah;minor;;
Ganggawang;-71.637;1.088.172;Indonesia;ID;Jawa Tengah;minor;;
Banjaran;-71.905;1.087.977;Indonesia;ID;Jawa Tengah;minor;;
Gununglarang;-71.970;1.088.309;Indonesia;ID;Jawa Tengah;minor;;
Bentar;-71.506;1.088.095;Indonesia;ID;Jawa Tengah;minor;;
Muara;-72.557;1.088.729;Indonesia;ID;Jawa Tengah;minor;;
Salem Kidul;-71.855;1.088.040;Indonesia;ID;Jawa Tengah;minor;;
Dukuhkopi;-70.142;1.088.375;Indonesia;ID;Jawa Tengah;minor;;
Winduasri;-71.385;1.087.327;Indonesia;ID;Jawa Tengah;minor;;
Kandayakan Satu;-71.370;1.087.827;Indonesia;ID;Jawa Tengah;minor;;
Melahayu;-70.260;1.088.269;Indonesia;ID;Jawa Tengah;minor;;
Gandoang;-71.668;1.088.436;Indonesia;ID;Jawa Tengah;minor;;
Windusakti Hilir;-71.554;1.087.231;Indonesia;ID;Jawa Tengah;minor;;
Ciputih;-71.564;1.088.231;Indonesia;ID;Jawa Tengah;minor;;
Pamedaran;-70.680;1.088.647;Indonesia;ID;Jawa Tengah;minor;;
Cipanjang;-70.645;1.088.117;Indonesia;ID;Jawa Tengah;minor;;
Capar;-71.192;1.087.338;Indonesia;ID;Jawa Tengah;minor;;
Indrajaya Satu;-71.751;1.087.750;Indonesia;ID;Jawa Tengah;minor;;
Cogreg;-71.474;1.088.017;Indonesia;ID;Jawa Tengah;minor;;
Brebes;-68.691;1.090.378;Indonesia;ID;Jawa Tengah;minor;;
Citimbang;-71.894;1.088.567;Indonesia;ID;Jawa Tengah;minor;;
Salem;-71.825;1.088.059;Indonesia;ID;Jawa Tengah;minor;;
Sindangheula;-70.879;1.088.106;Indonesia;ID;Jawa Tengah;minor;;
Gunungjaya;-71.834;1.087.420;Indonesia;ID;Jawa Tengah;minor;;
Bandungsari;-70.771;1.088.205;Indonesia;ID;Jawa Tengah;minor;;
Legoknyenang;-71.740;1.088.295;Indonesia;ID;Jawa Tengah;minor;;
Tembongraja;-71.499;1.087.600;Indonesia;ID;Jawa Tengah;minor;;
Sumberaya Barat;-70.434;1.135.924;Indonesia;ID;Jawa Timur;minor;;
Sukasari;-72.346;1.088.607;Indonesia;ID;Jawa Tengah;minor;;
Sitimerto;-77.676;1.120.868;Indonesia;ID;Jawa Timur;minor;;
Krajan Wetan Wonojoyo;-78.228;1.120.792;Indonesia;ID;Jawa Timur;minor;;
Ngasem;-77.965;1.120.447;Indonesia;ID;Jawa Timur;minor;;
Penanggapan;-70.633;1.087.875;Indonesia;ID;Jawa Tengah;minor;;
Ciherang;-61.829;1.060.599;Indonesia;ID;Banten;minor;;
Kadumonyong;-61.725;1.058.847;Indonesia;ID;Banten;minor;;
Padarincang;-62.140;1.059.512;Indonesia;ID;Banten;minor;;
Panyirapan;-62.339;1.061.233;Indonesia;ID;Banten;minor;;
Citasuk;-62.112;1.059.606;Indonesia;ID;Banten;minor;;
Pancanagara;-61.919;1.060.877;Indonesia;ID;Banten;minor;;
Pondokwaru;-61.972;1.058.394;Indonesia;ID;Banten;minor;;
Citaman;-62.356;1.060.201;Indonesia;ID;Banten;minor;;
Dahu;-62.163;1.058.740;Indonesia;ID;Banten;minor;;
Talagabakti;-62.081;1.060.093;Indonesia;ID;Banten;minor;;
Bojonegara;-59.700;1.060.955;Indonesia;ID;Banten;minor;;
Pabuaran;-62.043;1.060.711;Indonesia;ID;Banten;minor;;
Langgen;-59.832;1.063.056;Indonesia;ID;Banten;minor;;
Sioah;-62.063;1.061.107;Indonesia;ID;Banten;minor;;
Nengger;-62.083;1.059.875;Indonesia;ID;Banten;minor;;
